original_filename,page,file_url,platform_link,InvoiceNumber,Total,Project_Name,SupplierName,InvoiceDate,Amount,Item,Description,Qty,Unit_Price,col1,col2
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 5,324.92",70,Pulverize Asphalt Parking,1.00,"$ 5,324.92",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 93,000.00",72,"Strip & Stockpile Loam ( 12 "" )","20,000.00",$ 4.66,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 313,020.00",75,Excavate & Place Fils,"111,000.00",$ 2.82,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 86,041.45",80,6 * Sch40 - Malline Sewer & Manhole,803.00,$ 107.15,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 50,578.52",85,Septic Tanks,1.00,"$ 50,578.52",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 19,216.13",86,Pump Chamber Tank # 1 / 1 HP Pump,1.00,"$ 19,216.13",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 55,185.22",87,Dosing Chamber Tank / 3HP Pumps,1.00,"$ 55,185.22",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 4,947.60",90,6 * Sewer Services,140.00,$ 35.34,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 21,462.50",95,Force Main - 2,850.00,$ 25.25,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 11,584.00",96,"Force Main - 4 "" to Septic Syst",400.00,$ 28.96,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 249,860.15",98,Presby - Septic Systems & Sand,1.00,"249,860.15",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 6,798.94",99,Valve Pit Manhole -5 ' Dia,1.00,"$ 6,798.94",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 7,288.20",100,Cleanout Manhole,1.00,"$ 7,288.20",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 264,315.78",105,8 ° Dia Water Main,1.00,"264,315.78",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 13,227.57",110,Service Lines - Fire & Domestic,1.00,"$ 13,227.57",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 53,161.99",120,"Hydrant / 8 "" Lateral / Gate / Bollrd",7.00,"$ 7,594.57",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 186,433.50",125,Rel Keating Water Line / Gate,"1,650.00",$ 112.99,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 466,895.53",130,Drainage Pipe & Manholes,1.00,"466,895.53",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 170,676.12",135,Wate Quality Units - Hydroworks,6.00,"$ 28,446.02",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 153,630.40",140,Catch Basins & Double CB's,35.00,"$ 4,389.44",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 502,887.41",150,Drain Underground Storage Syst,1.00,"502,887.41",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 148,992.29",200,Exc / Subgrade / Backfill Building,1.00,"148,992.29",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 483,980.00",210,"F & I Gravel Base ( 12 "" ) - Building","14,000.00",$ 34.57,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 92,169.00",220,"F & I Gravel Base ( 12 "" ) - Load Bay","7,700.00",$ 11.97,,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,"$ 455,446.00",230,"F & I Roadway Base ( 12 "" HD / B'LD )",1.00,"455,446.00",,
Screenshot 2023-11-13 155933.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/12518deb-75a0-4bd7-8df9-8bf9e1dd8c85.jpeg?expires=1699889555&or=0&s=e3a629625a9785fb81c848ec4928fbc4,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cced84ce-8215-11ee-a6ea-3e4046c83b8b,922888,,EX - 21-0013 / ARCO - Lunenburg Spec Wi,,8/25/2023,$ 9.452.00,300,E & B Gas Service & Sand,"850,00",$ 11.12,,
