original_filename,page,file_url,platform_link,SupplierName,InvoiceNumber,Project_Name,InvoiceDate,Total,Qty,Unit_Price,Item,Description,Amount,col1
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 32.75,,High Visibility Polo,$ 32.75,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 57.50,,Nike Dri - FIT Micro Pique 2.0 Polo,$ 57.50,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 51.85,,Ogio Commuter Shirt,$ 51.85,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 74.25,,Columbia Men's Bahama II Long - Sleeve Shirt,$ 74.25,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 160.00,,Carhartt Ⓡ Shoreline Jacket,$ 160.00,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,$ 32.00,,Independent Trading Hi Vis Sweatshirt,$ 32.00,
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,1,"$ 40.50 
$ 30.00",,"Eddie Bauer® ? Medium Ripstop Duffel 
Carhartt Rugged Professional ™ M Series Cap","$ 40.50 
$ 30.00",
Screenshot 2023-11-13 160134.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c05233a1-f4a4-4bb1-9bbd-234322327825.jpeg?expires=1699892117&or=0&s=856c67ecb8de5355b11ad5d6365e4578,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/975078c7-821d-11ee-9b73-d6868720ab9a,OVERTURE,IN7025927,,6/30/2023,$ 499.20,,,,Carhartt Rugged Professional ™ M Series Cap,$,
