original_filename,page,file_url,platform_link,Total,Project_Name,SupplierName,InvoiceNumber,InvoiceDate,Qty,Unit_Price,Item,Amount,Description
Screenshot 2023-11-13 160449.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a5f6ed37-021e-4fa6-9005-6ec038f1cb6b.jpeg?expires=1699886628&or=0&s=9d9f6a704dee15a48669c3bbc44f8c5b,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/85d5a5e4-8210-11ee-9d0d-bac83bbe97e6,"$ 142,593.00",,,34,9/20/2023
