original_filename,page,file_url,platform_link,InvoiceDate,InvoiceNumber,Total,Project_Name,SupplierName,Item,Description,Qty,Unit_Price,Amount
Screenshot 2023-11-13 160409.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/d7b4ef4f-1186-4c2e-8c84-941246edccc1.jpeg?expires=1699886603&or=0&s=6c28ad7a19ed0e602acf5a50d66b5ab1,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/85d450d4-8210-11ee-9539-3e4046c83b8b,8/18/2023,33,"140,913.00",,
