original_filename,page,file_url,platform_link,InvoiceDate,InvoiceNumber,SupplierName,Project_Name,Total,Description,Item,Amount,Unit_Price,Qty,col1,col2
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00",Chlorine Injection Point,31,$ 615.00,615.00 $,1.0,EA,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00","Maintenance of Traffic 
Offsite Restoration",33 32,"$ 
$ 2,705.00 
959.00","$ 2,705.00 
$ 959.00","1.0 
1.0","LS 
LS",
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00",Trench Box / Shoring,34,$ 4.305.00,$ 4.305.00,1.0,2 LS,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00","Remove 10 "" Post Indicator Valve",,,,,,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00","and Replace with 10 "" Gate Valve 
10 "" Solid Sleeve","35 
36","$ 
$ 5,655.00 
1.498.00","$ 5,655.00 
$ 749.00","1.0 
2.0","EA 
EA",
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00","Temporary 6 "" Jumper",37,"$ 12,860.00","$ 12,860.00",1.0,EA,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00",Chlorination,38,"$ 6,570.00","$ 6,570.00",1.0,LS,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00",Pressure Test,39,"$ 6,570.00","$ 6,570.00",1.0,LS,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00","CHANGE ORDERS 
CO # 1 Remove Paving Items # 9 ,",,,,,,
DemeConstruction2-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/a7c17051-325f-4e94-a812-d5bfd514d05d-1.jpeg?expires=1699884752&or=0&s=d493549be13db2e3842ac81ca8977610,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb84e4b-7ce9-11ee-8f83-7e502dc2fec3,06/23/23,22004-13,"DEME CONSTRUCTION , LLC",Manatee County Logistics Ste,"8,204,437.00",# 10 and # 11 From Contract and,,,,,,
