original_filename,page,file_url,platform_link,InvoiceNumber,SupplierName,Total,InvoiceDate,Project_Name,Description,Item,Qty,Amount,Unit_Price
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,Mobilization,,,"$ 4,000.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,Demolition / clearing,,,"$ 22,000.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,Mass Grading,,,"$ 174,029.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,Fine Grading,,,"$ 20,000.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,Re - spread Top Soil,,,"$ 10,500.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,C / O 1,,,"$ 13,430.00",
Screenshot 2023-11-13 155331.jpg,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/c39f7ec1-d45a-40fc-a981-d0d35130a0fb.jpeg?expires=1699891676&or=0&s=916aeb891d0ed8401cb19ebf1aa9bf46,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/c8d00919-821c-11ee-9e60-3e4046c83b8b,,Arco,"$ 264,124.50",6/20/23,,C / O 2,,,"$ 20,165.50",
